character,dialog,episode,season
Actor Sokka,"Who are you, anyway?",17.0,3.0
Sokka,I'm just a guy who likes comedy.,17.0,3.0
Aang,"Katara, did you really mean what you said in there?",17.0,3.0
Katara,In where? What are you talking about?,17.0,3.0
Aang,"On stage, when you said I was just like a ... brother to you, and you didn't have feelings for me.",17.0,3.0
Katara,I didn't say that. An actor said that.,17.0,3.0
Aang,"But it's true, isn't it? We kissed at the Invasion, and I thought we were gonna be together. But we're not.",17.0,3.0
Katara,"Aang, I don't know.",17.0,3.0
Aang,Why don't you know?,17.0,3.0
Katara,"Because, we're in the middle of a war, and, we have other things to worry about. This isn't the right time.",17.0,3.0
Aang,"Well, when is the right time?",17.0,3.0
Katara,"Aang, I'm sorry, but right now I'm just a little confused.",17.0,3.0
Katara,I just said I was confused! I'm going inside. ,17.0,3.0
Aang," Ugh, I'm such an idiot! ",17.0,3.0
Sokka,"Here's what you missed ... we went to the Fire Nation, and you got better, and Katara was the Painted Lady, and I got a sword, and I think Combustion Man died. Oh, look, the Invasion's about to start! Shhh!",17.0,3.0
Actress Katara,"I just wanted to let you know, Aang, that I'll always love you. Like a brother.",17.0,3.0
Actress Aang, I wouldn't want it any other way!,17.0,3.0
Actor Sokka,"Hey Toph, would you say you and Aang have a ""rocky relationship""? ",17.0,3.0
Sokka, I told him to say that!,17.0,3.0
Actor Sokka,I hope everyone's ready for the Invasion! Slap-a-pow! ,17.0,3.0
Actress Aang,"We finally made it to the Royal Palace, but no one's home!",17.0,3.0
Actor Zuko,"Actually, I'm home, and I want to join you!",17.0,3.0
Actor Sokka, I guess we have no choice. Come on! ,17.0,3.0
Sokka, I guess that's it. The play's caught up to the present now.,17.0,3.0
Suki,"Wait, the play's not over!",17.0,3.0
Sokka," But it is over, unless ...  this is the future.",17.0,3.0
Actor Ozai,"With the energy harnessed from that comet, no one will be able to stop ...  the Fire Nation!",17.0,3.0
Actress Azula,"Father, Zuko and the Avatar are at the Palace. They're trying to stop you!",17.0,3.0
Actor Ozai,You take care of Zuko. I shall face the Avatar myself! ,17.0,3.0
Actor Zuko,"Aang! You find the Fire Lord, I'll hold her off!",17.0,3.0
Actress Azula,You are no longer my brother. You are an enemy!,17.0,3.0
Actor Zuko,No! I am the rightful heir to the throne!,17.0,3.0
Actress Azula,We'll see!,17.0,3.0
Actor Zuko,Honor! ,17.0,3.0
Actor Ozai,"So, you have mastered all four elements?",17.0,3.0
Actress Aang," Yeah, and now you're going down!",17.0,3.0
Actor Ozai,"No! It is  you  who are going down!  You see, you are too late! The comet is already here,  and I'm unstoppable!",17.0,3.0
Actress Aang, Noooo ...! ,17.0,3.0
Actress Azula,"It is over, Father. We've done it!",17.0,3.0
Actor Ozai,"Yes! We have done it! The dreams of my father,  and my father's father, have now been realized!  The world ... is ... mine!",17.0,3.0
Zuko,That ... wasn't a good play.,17.0,3.0
Aang,I'll say.,17.0,3.0
Katara,No kidding.,17.0,3.0
Suki,Horrible.,17.0,3.0
Toph,You said it.,17.0,3.0
Sokka, But the effects were decent.,17.0,3.0
Zuko,More ferocious! Imagine striking through your opponent's heart!,18.0,3.0
Aang, I'm trying.,18.0,3.0
Zuko,Now let me hear you roar like a tigerdillo!  That sounded pathetic! I said  roar  !,18.0,3.0
Katara, Who wants a nice cool glass of watermelon juice?,18.0,3.0
Aang," Ooh, ooh! Me, me, me! ",18.0,3.0
Zuko, Hey!  Your lesson's not over yet! Get back here! ,18.0,3.0
Suki," Come on, Zuko. Just take a break. What's the big deal?",18.0,3.0
Zuko," Fine!  If you want to lounge around like a bunch of snail sloths all day, then go ahead! ",18.0,3.0
Sokka,Maybe Zuko's right. Sitting around the house has made us pretty lazy. But I know  just the thing to change all that.  Beach party!,18.0,3.0
Aang,Check out my Appa sand sculpture. ,18.0,3.0
Toph,"Not bad, baldy,  but I've been working on my sandbending.  You're gonna love this.",18.0,3.0
Aang," Whoa! Wow, you've even made a little Earth King and Bosco.",18.0,3.0
Toph,"Try and top  that  , Sokka.",18.0,3.0
Sokka, Ta da!,18.0,3.0
Aang,Is that a blubbering blob monster?,18.0,3.0
Sokka," No, it's Suki!",18.0,3.0
Toph,"Suki, we'll all understand if you break up with him over this.",18.0,3.0
Suki, I think it's sweet.,18.0,3.0
Aang,But it doesn't even look like- Aah!,18.0,3.0
Aang, What are you doing?,18.0,3.0
Zuko,Teaching you a lesson!,18.0,3.0
Katara,What happened?,18.0,3.0
Sokka," Zuko's gone crazy! I made a sand sculpture of Suki and he destroyed it!  Oh, and he's attacking Aang.",18.0,3.0
Aang,Get a grip before I blast you off this roof!,18.0,3.0
Zuko,Go ahead and do it!,18.0,3.0
Aang,Enough!,18.0,3.0
Katara, What's wrong with you? You could have hurt Aang!,18.0,3.0
Zuko,What's wrong with  me  ? What's wrong with all of you? How can you sit around having beach parties when Sozin's Comet is only three days away?  Why are you all looking at me like I'm crazy?,18.0,3.0
Aang,About Sozin's Comet ... I was actually gonna wait to fight the Fire Lord until after it came.,18.0,3.0
Zuko, After?,18.0,3.0
Aang,I'm not ready. I need more time to master firebending.,18.0,3.0
Toph,"And frankly, your earthbending could still use some work too. ",18.0,3.0
Zuko,"So, you all knew Aang was going to wait?",18.0,3.0
Sokka,"Honestly, if Aang tries to fight the Fire Lord now, he's going to lose.  No offense.",18.0,3.0
Katara,"The whole point of fighting the Fire Lord before the Comet was to stop the Fire Nation from winning the War, but they pretty much won the War when they took Ba Sing Se. Things can't get any worse.",18.0,3.0
Zuko,"You're wrong.  It's about to get worse than you can even imagine.  The day before the eclipse, my father asked me to attend an important war meeting. It was what I dreamed about for so many years. My father had finally accepted me back.",18.0,3.0
Ozai,"Welcome, Prince Zuko. We waited for you.  General Shinu, your report.",18.0,3.0
Shinu,"Thank you, sir.  Ba Sing Se is still under our control. However, earthbender rebellions have prevented us from achieving total victory in the Earth Kingdom.",18.0,3.0
Ozai,What is your recommendation?,18.0,3.0
Shinu,"Our army is spread too thin, but once the eclipse is over and the invasion defeated, we should transfer more domestic forces into the Earth Kingdom.",18.0,3.0
Ozai,"Hmm. Prince Zuko, you've been among the Earth Kingdom commoners. Do you think that adding more troops will stop these rebellions?",18.0,3.0
Zuko,"The people of the Earth Kingdom are proud and strong. They can endure anything, as long as they have hope.",18.0,3.0
Ozai,"Yes, you're right. We need to destroy their hope.",18.0,3.0
Zuko,"Well, that's not exactly what I-",18.0,3.0
Azula,I  think you should take their precious hope and the rest of their land and burn it all to the ground.,18.0,3.0
Ozai,"Yes ...  Yes you're right, Azula.  Sozin's Comet is almost upon us, and on that day, it will endow us with the strength and power of a hundred suns. No bender will stand a chance against us.",18.0,3.0
Shinu,"What are you suggesting, sir?",18.0,3.0
Ozai,"When the comet last came, my grandfather, Fire Lord Sozin, used it to wipe out the Air Nomads.  Now, I will use its power to end the Earth Kingdom ...  permanently.  From our airships, we will rain fire over their lands, a fire that will destroy  everything  ; and out of the ashes, a new world will be born, a world in which  all  the lands are Fire Nation and  I  am the supreme ruler of everything! ",18.0,3.0
Zuko," I wanted to speak out against this horrifying plan, but I'm ashamed to say I didn't.  My whole life, I struggled to gain my father's love and acceptance, but once I had it, I realized I'd lost myself getting there. I'd forgotten who I was.",18.0,3.0
Katara, I can't believe this.,18.0,3.0
Sokka,"I always knew the Fire Lord was a bad guy, but his plan is just pure evil.",18.0,3.0
Aang,What am I gonna do?,18.0,3.0
Zuko," I know you're scared, and I know you're not ready to save the world, but if you don't defeat the Fire Lord before the comet comes, there won't be a world to save anymore.",18.0,3.0
Aang,Why didn't you tell me about your dad's crazy plan sooner? ,18.0,3.0
Zuko,I didn't think I had to. I assumed you were still going to fight him before the comet. No one told  me  you decided to wait.,18.0,3.0
Aang," This is bad.  This is really, really bad.",18.0,3.0
Katara,"Aang, you don't have to do this alone.",18.0,3.0
Toph,"Yeah, if we all fight the Fire Lord together, we got a shot at taking him down.",18.0,3.0
Sokka,All right! Team Avatar is back! Air.  Water.  Earth.  Fire.  Fan and sword! ,18.0,3.0
Aang,"Fighting the Fire Lord is going to be the hardest thing we've ever done together, but I wouldn't want to do it any other way.",18.0,3.0
Toph,Yeah.,18.0,3.0
Sokka,All right.,18.0,3.0
Katara,"Get over here, Zuko. Being part of the group also means being part of group hugs.",18.0,3.0
Zuko,"There's one technique you need to know before facing my father - how to redirect lightning.  If you let the energy in your own body flow, the lightning will follow it.  You turn your opponents' energy against them.",18.0,3.0
Aang,That's like waterbending. ,18.0,3.0
Zuko,Exactly. My uncle invented this technique himself by studying waterbenders.,18.0,3.0
Aang,"So, have  you  ever redirected lightning before?",18.0,3.0
Zuko,"Once, against my father.",18.0,3.0
Aang,What did it feel like?,18.0,3.0
Zuko," Exhilarating ...  but terrifying. You feel so powerful holding that much energy in your body, but you know if you make the wrong move, it's over.",18.0,3.0
Aang," Well, not  over  over. I mean there's always Katara and a little Spirit Water action,  am I right?",18.0,3.0
Katara,"Actually, I used it all up after Azula shot you.",18.0,3.0
Aang, Oh.,18.0,3.0
Zuko,You'll have to take the Fire Lord's life before he takes yours.,18.0,3.0
Aang,"Yeah, I'll just do that.",18.0,3.0
Sokka,"Gather round, Team Avatar.  In order to take out the Fire Lord - or in this case, the Melon Lord - our timing has to be perfect.  First, Suki and I will draw his fire. Then, Katara and Zuko charge in with some liquidy hot offense,  and while the Melon Lord is distracted,  Aang swoops in ... and bam!  He delivers the final blow.",18.0,3.0
Toph,Uh ... what about me?,18.0,3.0
Sokka,"For now, you're the Melon Lord's forces.",18.0,3.0
Toph, So I get to chuck flaming rocks at all of you?,18.0,3.0
Sokka,Whatever makes the training feel more realistic.,18.0,3.0
Toph,Sweetness.,18.0,3.0
Toph,Mwah-ha-ha-ha!,18.0,3.0
Sokka,"Watch it, Toph!",18.0,3.0
Toph,I am not Toph. I am Melon Lord! Mwah-ha-ha-ha-ha-ha!,18.0,3.0
Sokka,"Now, Aang!",18.0,3.0
Zuko,What are you waiting for? Take him out!,18.0,3.0
Aang, I can't.,18.0,3.0
Sokka," What's wrong with you? If this was the real deal, you'd be shot full of lightning right now.",18.0,3.0
Aang,"I'm sorry, but it just didn't feel right. I didn't feel like myself.",18.0,3.0
Sokka," There, that's how it's done.",18.0,3.0
Katara, I have a surprise for everyone!,18.0,3.0
Toph,I knew it! You did have a secret thing with Haru! ,18.0,3.0
Katara,"Uh, no.  I was looking for cooking pots in the attic, and I found this!  Look at baby Zuko. Isn't he cute?",18.0,3.0
Katara," Oh, lighten up. I'm just teasing.",18.0,3.0
Zuko,That's not me. It's my father.,18.0,3.0
Suki,But he looks so sweet and innocent.,18.0,3.0
Zuko,"Well, that sweet little kid grew up to be a monster, and the worst father in the history of fathers.",18.0,3.0
Aang, But he's still a human being.,18.0,3.0
Zuko,You're going to defend him?,18.0,3.0
Aang,"No, I agree with you.  Fire Lord Ozai is a horrible person, and the world would probably be better off without him, but there's got to be another way.",18.0,3.0
Zuko,Like what?,18.0,3.0
Aang,"I don't know.  Maybe we can make some big pots of glue, and then I can use gluebending to stick his arms and legs together so he can't bend anymore.",18.0,3.0
Zuko," Yeah, then you can show him his baby pictures, and all those happy memories will make him good again. ",18.0,3.0
Aang, Do you really think that would work?,18.0,3.0
Zuko, No!,18.0,3.0
Aang, This goes against everything I learned from the monks. I can't just go around wiping out people I don't like.,18.0,3.0
Sokka,"Sure you can. You're the Avatar. If it's in the name of keeping balance, I'm pretty sure the universe will forgive you.",18.0,3.0
Aang," This isn't a joke, Sokka! None of you understand the position I'm in.",18.0,3.0
Katara,"Aang, we do understand. It's just ...",18.0,3.0
Aang,"Just what, Katara? What?",18.0,3.0
Katara,We're trying to help!,18.0,3.0
Aang,"Then, when you figure out a way for me to beat the Fire Lord without taking his life, I'd love to hear it! ",18.0,3.0
Katara,"Aang, don't walk away from this. ",18.0,3.0
Zuko, Let him go. He needs time to sort it out by himself.,18.0,3.0
Aang," Hey, Momo. I don't suppose  you  know what I should do.  I didn't think so.",18.0,3.0
Sokka,"Okay, that's everything.",18.0,3.0
Toph,"No, it's not. Where's Aang?",18.0,3.0
Zuko,Aang? Aang!,18.0,3.0
Toph,"Come on, lazy bones, let's go.",18.0,3.0
Sokka,He left his staff.  That's so strange.,18.0,3.0
Zuko, Aang's not in the house. Let's check the beach. ,18.0,3.0
Sokka,"Look, there's his footprints.  The trail ends here.",18.0,3.0
Suki,"So, he went for a midnight swim and never came back?",18.0,3.0
Katara,Maybe he was captured.,18.0,3.0
Sokka,I don't think so.  There's no sign of a struggle.,18.0,3.0
Toph,I bet he ran away again.,18.0,3.0
Sokka,Uh-uh. He left behind his glider and Appa.,18.0,3.0
Toph,"Then what do  you  think happened to him, oh sleuthy one?",18.0,3.0
Sokka,It's pretty obvious. Aang mysteriously disappears before an important battle? He's definitely on a Spirit World journey.,18.0,3.0
Zuko,"But if he was, wouldn't his body still be here?",18.0,3.0
Sokka," Oh, yeah. Forgot about that.",18.0,3.0
Katara,Then he's got to be somewhere on Ember Island. Let's split up and look for him.,18.0,3.0
Toph,I'm going with Zuko!  What?! Everyone else went on a life-changing field trip with Zuko. Now it's my turn.,18.0,3.0
Crowd, Aang! Aang! Aang! Aang! Aang! Aang! Aang! Aang! Aang! Aang! Aang! Aang! Aang! Aang! ,18.0,3.0
Actress Aang, Avatar State!  Yip-yip! ,18.0,3.0
Toph,"And then when I was nine, I ran away again.",18.0,3.0
Zuko,Uh-huh.,18.0,3.0
Toph,"I know I shouldn't complain. My parents gave me everything I ever asked for, but they never gave me the one thing I really wanted, their love. You know what I mean?",18.0,3.0
Zuko," Look, I know you had a really rough childhood, but we should really focus on finding Aang. ",18.0,3.0
